商品マスタ用テンプレート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,買取専用,自動印刷,店舗タブレット表示,在庫数無限商品,端数処理を無効にする,商品一覧に表示しない,アップロードエラー,,,,,,,,,,,
ハンドル名,（この部分は変更しないでください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,myca_item_id,display_name,display_name_ruby,expansion,cardnumber,rarity,pack_name,keyword,readonly_product_code,order_number,genre_display_name,category_display_name,sell_price,buy_price,is_buy_only,allow_auto_print_label,tablet_allowed,infinite_stock,disallow_round,hidden,upload_error,,,,,,,,,,,
この下の行からデータ開始,（この下からデータを記入してください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129198,285770,フーパV,,s12a,231/172,SAR,VSTARユニバース,s12a 231/172 フーパV ふーぱV,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042881_P_FUPAV.jpg,,,,,,,,,,False,フーパv,231172,フーパv,231172,フーパv,231172
1129202,285765,ヒスイ ダイケンキVSTAR,,s12a,230/172,SAR,VSTARユニバース,s12a 230/172 ヒスイダイケンキVSTAR ひすいだいけんきVSTAR,,0,ポケモン,カード,780,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042880_P_HISUIDAIKENKIVSTAR.jpg,,,,,,,,,,False,ヒスイダイケンキvstar,230172,ヒスイダイケンキvstar,230172,ヒスイダイケンキvstar,230172
1129204,285760,ヒスイ ダイケンキV,,s12a,229/172,SAR,VSTARユニバース,s12a 229/172 ヒスイダイケンキV ひすいだいけんきV,,0,ポケモン,カード,780,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042879_P_HISUIDAIKENKIV.jpg,,,,,,,,,,False,ヒスイダイケンキv,229172,ヒスイダイケンキv,229172,ヒスイダイケンキv,229172
1129205,285755,ダークライVSTAR,,s12a,228/172,SAR,VSTARユニバース,s12a 228/172 ダークライVSTAR だーくらいVSTAR,,0,ポケモン,カード,1680,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042878_P_DAKURAIVSTAR.jpg,,,,,,,,,,False,ダークライvstar,228172,ダークライvstar,228172,ダークライvstar,228172
1129207,285750,ドラピオンV,,s12a,227/172,SAR,VSTARユニバース,s12a 227/172 ドラピオンV どらぴおんV,,0,ポケモン,カード,680,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042877_P_DORAPIONV.jpg,,,,,,,,,,False,ドラピオンv,227172,ドラピオンv,227172,ドラピオンv,227172
1129211,285745,ルカリオVSTAR,,s12a,226/172,SAR,VSTARユニバース,s12a 226/172 ルカリオVSTAR るかりおVSTAR,,0,ポケモン,カード,880,1900,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042876_P_RUKARIOVSTAR.jpg,,,,,,,,,,False,ルカリオvstar,226172,ルカリオvstar,226172,ルカリオvstar,226172
1129214,285740,ザシアンV,,s12a,225/172,SAR,VSTARユニバース,s12a 225/172 ザシアンV ざしあんV,,0,ポケモン,カード,1180,800,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042875_P_ZASHIANV.jpg,,,,,,,,,,False,ザシアンv,225172,ザシアンv,225172,ザシアンv,225172
1129215,285735,ブリムオンVMAX,,s12a,224/172,SAR,VSTARユニバース,s12a 224/172 ブリムオンVMAX ぶりむおんVMAX,,0,ポケモン,カード,680,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042874_P_BURIMUONVMAX.jpg,,,,,,,,,,False,ブリムオンvmax,224172,ブリムオンvmax,224172,ブリムオンvmax,224172
1129217,285730,デオキシスVSTAR,,s12a,223/172,SAR,VSTARユニバース,s12a 223/172 デオキシスVSTAR でおきしすVSTAR,,0,ポケモン,カード,1080,1600,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042873_P_DEOKISHISUVSTAR.jpg,,,,,,,,,,False,デオキシスvstar,223172,デオキシスvstar,223172,デオキシスvstar,223172
1129221,285725,デオキシスVMAX,,s12a,222/172,SAR,VSTARユニバース,s12a 222/172 デオキシスVMAX でおきしすVMAX,,0,ポケモン,カード,1180,1500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042872_P_DEOKISHISUVMAX.jpg,,,,,,,,,,False,デオキシスvmax,222172,デオキシスvmax,222172,デオキシスvmax,222172
1129222,285720,ミュウツーVSTAR,,s12a,221/172,SAR,VSTARユニバース,s12a 221/172 ミュウツーVSTAR みゅうつーVSTAR,,0,ポケモン,カード,6080,8500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042871_P_MIXYUUTSUVSTAR.jpg,,,,,,,,,,False,ミュウツーvstar,221172,ミュウツーvstar,221172,ミュウツーvstar,221172
1129224,285715,ゼラオラVSTAR,,s12a,220/172,SAR,VSTARユニバース,s12a 220/172 ゼラオラVSTAR ぜらおらVSTAR,,0,ポケモン,カード,1280,1600,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042870_P_ZERAORAVSTAR.jpg,,,,,,,,,,False,ゼラオラvstar,220172,ゼラオラvstar,220172,ゼラオラvstar,220172
1129228,285710,ゼラオラVMAX,,s12a,219/172,SAR,VSTARユニバース,s12a 219/172 ゼラオラVMAX ぜらおらVMAX,,0,ポケモン,カード,1080,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042869_P_ZERAORAVMAX.jpg,,,,,,,,,,False,ゼラオラvmax,219172,ゼラオラvmax,219172,ゼラオラvmax,219172
1129230,285705,ライコウV,,s12a,218/172,SAR,VSTARユニバース,s12a 218/172 ライコウV らいこうV,,0,ポケモン,カード,1880,2600,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042868_P_RAIKOUV.jpg,,,,,,,,,,False,ライコウv,218172,ライコウv,218172,ライコウv,218172
1129231,285700,グレイシアVSTAR,,s12a,217/172,SAR,VSTARユニバース,s12a 217/172 グレイシアVSTAR ぐれいしあVSTAR,,0,ポケモン,カード,2780,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042867_P_GUREISHIAVSTAR.jpg,,,,,,,,,,False,グレイシアvstar,217172,グレイシアvstar,217172,グレイシアvstar,217172
1129233,285695,ネオラントV,,s12a,216/172,SAR,VSTARユニバース,s12a 216/172 ネオラントV ねおらんとV,,0,ポケモン,カード,980,700,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042866_P_NEORANTOV.jpg,,,,,,,,,,False,ネオラントv,216172,ネオラントv,216172,ネオラントv,216172
1129237,285690,スイクンV,,s12a,215/172,SAR,VSTARユニバース,s12a 215/172 スイクンV すいくんV,,0,ポケモン,カード,4280,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042865_P_SUIKUNV.jpg,,,,,,,,,,False,スイクンv,215172,スイクンv,215172,スイクンv,215172
1129239,285685,バオッキーVSTAR,,s12a,214/172,SAR,VSTARユニバース,s12a 214/172 バオッキーVSTAR ばおっきーVSTAR,,0,ポケモン,カード,2380,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042864_P_BAOKKIVSTAR.jpg,,,,,,,,,,False,バオッキーvstar,214172,バオッキーvstar,214172,バオッキーvstar,214172
1129240,285680,エンテイV,,s12a,213/172,SAR,VSTARユニバース,s12a 213/172 エンテイV えんていV,,0,ポケモン,カード,2980,2700,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042863_P_ENTEIV.jpg,,,,,,,,,,False,エンテイv,213172,エンテイv,213172,エンテイv,213172
1129243,285675,リザードンVSTAR,,s12a,212/172,SAR,VSTARユニバース,s12a 212/172 リザードンVSTAR りざーどんVSTAR,,0,ポケモン,カード,8380,6000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042862_P_RIZADONVSTAR.jpg,,,,,,,,,,False,リザードンvstar,212172,リザードンvstar,212172,リザードンvstar,212172
1129247,285670,リザードンV,,s12a,211/172,SAR,VSTARユニバース,s12a 211/172 リザードンV りざーどんV,,0,ポケモン,カード,4280,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042861_P_RIZADONV.jpg,,,,,,,,,,False,リザードンv,211172,リザードンv,211172,リザードンv,211172
1129248,285665,リーフィアVSTAR,,s12a,210/172,SAR,VSTARユニバース,s12a 210/172 リーフィアVSTAR りーふぃあVSTAR,,0,ポケモン,カード,3780,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042860_P_RIFUIAVSTAR.jpg,,,,,,,,,,False,リーフィアvstar,210172,リーフィアvstar,210172,リーフィアvstar,210172
1129250,285660,メリープ,,s12a,209/172,AR,VSTARユニバース,s12a 209/172 メリープ めりーぷ,,0,ポケモン,カード,680,800,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042859_P_MERIPU.jpg,,,,,,,,,,False,メリープ,209172,メリープ,209172,メリープ,209172
1129254,285655,ポチエナ,,s12a,208/172,AR,VSTARユニバース,s12a 208/172 ポチエナ ぽちえな,,0,ポケモン,カード,980,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042858_P_POCHIENA.jpg,,,,,,,,,,False,ポチエナ,208172,ポチエナ,208172,ポチエナ,208172
1129255,285650,パラス,,s12a,207/172,AR,VSTARユニバース,s12a 207/172 パラス ぱらす,,0,ポケモン,カード,680,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042857_P_PARASU.jpg,,,,,,,,,,False,パラス,207172,パラス,207172,パラス,207172
1129256,285645,ナエトル,,s12a,206/172,AR,VSTARユニバース,s12a 206/172 ナエトル なえとる,,0,ポケモン,カード,1180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042856_P_NAETORU.jpg,,,,,,,,,,False,ナエトル,206172,ナエトル,206172,ナエトル,206172
1129260,285640,ピカチュウ,,s12a,205/172,AR,VSTARユニバース,s12a 205/172 ピカチュウ ぴかちゅう,,0,ポケモン,カード,19800,21000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042855_P_PIKACHIXYUU.jpg,,,,,,,,,,False,ピカチュウ,205172,ピカチュウ,205172,ピカチュウ,205172
1129263,285635,ビッパ,,s12a,204/172,AR,VSTARユニバース,s12a 204/172 ビッパ びっぱ,,0,ポケモン,カード,1080,800,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042854_P_BIPPA.jpg,,,,,,,,,,False,ビッパ,204172,ビッパ,204172,ビッパ,204172
1129264,285630,ヨマワル,,s12a,203/172,AR,VSTARユニバース,s12a 203/172 ヨマワル よまわる,,0,ポケモン,カード,580,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042853_P_YOMAWARU.jpg,,,,,,,,,,False,ヨマワル,203172,ヨマワル,203172,ヨマワル,203172
1129265,285625,チルット,,s12a,202/172,AR,VSTARユニバース,s12a 202/172 チルット ちるっと,,0,ポケモン,カード,880,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042852_P_CHIRUTTO.jpg,,,,,,,,,,False,チルット,202172,チルット,202172,チルット,202172
1129268,285620,リオル,,s12a,201/172,AR,VSTARユニバース,s12a 201/172 リオル りおる,,0,ポケモン,カード,1680,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042851_P_RIORU.jpg,,,,,,,,,,False,リオル,201172,リオル,201172,リオル,201172
1129271,285615,ビーダル,,s12a,200/172,AR,VSTARユニバース,s12a 200/172 ビーダル びーだる,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042850_P_BIDARU.jpg,,,,,,,,,,False,ビーダル,200172,ビーダル,200172,ビーダル,200172
1129272,285610,ミルタンク,,s12a,199/172,AR,VSTARユニバース,s12a 199/172 ミルタンク みるたんく,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042849_P_MIRUTANKU.jpg,,,,,,,,,,False,ミルタンク,199172,ミルタンク,199172,ミルタンク,199172
1129275,285605,ノコッチ,,s12a,198/172,AR,VSTARユニバース,s12a 198/172 ノコッチ のこっち,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042848_P_NOKOTCHI.jpg,,,,,,,,,,False,ノコッチ,198172,ノコッチ,198172,ノコッチ,198172
1129278,285600,メタモン,,s12a,197/172,AR,VSTARユニバース,s12a 197/172 メタモン めたもん,,0,ポケモン,カード,380,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042847_P_METAMON.jpg,,,,,,,,,,False,メタモン,197172,メタモン,197172,メタモン,197172
1129279,285595,ヒスイ ヌメルゴン,,s12a,196/172,AR,VSTARユニバース,s12a 196/172 ヒスイヌメルゴン ひすいぬめるごん,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042846_P_HISUINUMERUGON.jpg,,,,,,,,,,False,ヒスイヌメルゴン,196172,ヒスイヌメルゴン,196172,ヒスイヌメルゴン,196172
1129284,285590,ラティアス,,s12a,195/172,AR,VSTARユニバース,s12a 195/172 ラティアス らてぃあす,,0,ポケモン,カード,580,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042845_P_RATEIASU.jpg,,,,,,,,,,False,ラティアス,195172,ラティアス,195172,ラティアス,195172
1129288,285585,チルタリス,,s12a,194/172,AR,VSTARユニバース,s12a 194/172 チルタリス ちるたりす,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042844_P_CHIRUTARISU.jpg,,,,,,,,,,False,チルタリス,194172,チルタリス,194172,チルタリス,194172
1129291,285580,ジバコイル,,s12a,193/172,AR,VSTARユニバース,s12a 193/172 ジバコイル じばこいる,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042843_P_JIBAKOIRU.jpg,,,,,,,,,,False,ジバコイル,193172,ジバコイル,193172,ジバコイル,193172
1129295,285575,フォクスライ,,s12a,192/172,AR,VSTARユニバース,s12a 192/172 フォクスライ ふぉくすらい,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042842_P_FUOKUSURAI.jpg,,,,,,,,,,False,フォクスライ,192172,フォクスライ,192172,フォクスライ,192172
1129299,285570,アブソル,,s12a,191/172,AR,VSTARユニバース,s12a 191/172 アブソル あぶそる,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042841_P_ABUSORU.jpg,,,,,,,,,,False,アブソル,191172,アブソル,191172,アブソル,191172
1129300,285565,ガラル ファイヤー,,s12a,190/172,AR,VSTARユニバース,s12a 190/172 ガラルファイヤー がらるふぁいやー,,0,ポケモン,カード,680,800,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042840_P_GARARUFUAIYA.jpg,,,,,,,,,,False,ガラルファイヤー,190172,ガラルファイヤー,190172,ガラルファイヤー,190172
1129307,285555,ガラル サンダー,,s12a,188/172,AR,VSTARユニバース,s12a 188/172 ガラルサンダー がらるさんだー,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042838_P_GARARUSANDA.jpg,,,,,,,,,,False,ガラルサンダー,188172,ガラルサンダー,188172,ガラルサンダー,188172
1129308,285550,キュワワー,,s12a,187/172,AR,VSTARユニバース,s12a 187/172 キュワワー きゅわわー,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042837_P_KIXYUWAWA.jpg,,,,,,,,,,False,キュワワー,187172,キュワワー,187172,キュワワー,187172
1129309,285545,ディアンシー,,s12a,186/172,AR,VSTARユニバース,s12a 186/172 ディアンシー でぃあんしー,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042836_P_DEIANSHI.jpg,,,,,,,,,,False,ディアンシー,186172,ディアンシー,186172,ディアンシー,186172
1129312,285540,デオキシス,,s12a,185/172,AR,VSTARユニバース,s12a 185/172 デオキシス でおきしす,,0,ポケモン,カード,380,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042835_P_DEOKISHISU.jpg,,,,,,,,,,False,デオキシス,185172,デオキシス,185172,デオキシス,185172
1129316,285535,ルナトーン,,s12a,184/172,AR,VSTARユニバース,s12a 184/172 ルナトーン るなとーん,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042834_P_RUNATON.jpg,,,,,,,,,,False,ルナトーン,184172,ルナトーン,184172,ルナトーン,184172
1129317,285530,ミュウ,,s12a,183/172,AR,VSTARユニバース,s12a 183/172 ミュウ みゅう,,0,ポケモン,カード,1780,3000,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042833_P_MIXYUU.jpg,,,,,,,,,,False,ミュウ,183172,ミュウ,183172,ミュウ,183172
1129320,285525,ガラル フリーザー,,s12a,182/172,AR,VSTARユニバース,s12a 182/172 ガラルフリーザー がらるふりーざー,,0,ポケモン,カード,380,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042832_P_GARARUFURIZA.jpg,,,,,,,,,,False,ガラルフリーザー,182172,ガラルフリーザー,182172,ガラルフリーザー,182172
1129323,285520,ストリンダー,,s12a,181/172,AR,VSTARユニバース,s12a 181/172 ストリンダー すとりんだー,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042831_P_SUTORINDA.jpg,,,,,,,,,,False,ストリンダー,181172,ストリンダー,181172,ストリンダー,181172
1129324,285515,エレキブル,,s12a,180/172,AR,VSTARユニバース,s12a 180/172 エレキブル えれきぶる,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042830_P_EREKIBURU.jpg,,,,,,,,,,False,エレキブル,180172,エレキブル,180172,エレキブル,180172
1129326,285510,ケルディオ,,s12a,179/172,AR,VSTARユニバース,s12a 179/172 ケルディオ けるでぃお,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042829_P_KERUDEIO.jpg,,,,,,,,,,False,ケルディオ,179172,ケルディオ,179172,ケルディオ,179172
1129329,285505,マナフィ,,s12a,178/172,AR,VSTARユニバース,s12a 178/172 マナフィ まなふぃ,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042828_P_MANAFUI.jpg,,,,,,,,,,False,マナフィ,178172,マナフィ,178172,マナフィ,178172
1129332,285500,ラプラス,,s12a,177/172,AR,VSTARユニバース,s12a 177/172 ラプラス らぷらす,,0,ポケモン,カード,380,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042827_P_RAPURASU.jpg,,,,,,,,,,False,ラプラス,177172,ラプラス,177172,ラプラス,177172
1129333,285495,オドリドリ,,s12a,176/172,AR,VSTARユニバース,s12a 176/172 オドリドリ おどりどり,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/S12a/042826_P_ODORIDORI.jpg,,,,,,,,,,False,オドリドリ,176172,オドリドリ,176172,オドリドリ,176172
